keyword,rank,title,snippet,link,total_words,h1_num,h1_len,h2_num,h2_len,h3_num,h3_len,header_total,img_count,internalLinks,externalLinks,total_link,h1_kcount,h2_kcount,h3_kcount,p_kcount,a_kcount,footer_kcount,link_kcount,imalt_kcount,meta_desc_len,meta_kcount,ti_used
education websites,5,25+ Best Free Online Education Sites (2023 List),25+ Best Free Online Education Sites (2023 List) · 1) Coursera · 2) Udemy · 3) Udacity · 4) Edx · 5) LinkedIn Learning · 6) MasterClass · 7) Skillshare · 8) Memrise.,https://www.guru99.com/free-online-education-sites.html,2714.0,1.0,8.0,2.0,2.0,31.0,3.0,34,68,58,356,414,{'education': 1},,,"{'websites': 3, 'education': 12}",,,{'education': 1},,8,{'education': 1},1.0
education websites,6,Home | U.S. Department of Education,Get all the information you need to apply for or manage repayment of your federal student loans. GO >. GRANTS. Grants. Learn more about ...,https://www.ed.gov/,230.0,1.0,1.0,10.0,1.9,1.0,3.0,12,14,26,75,101,,,{'education': 1},{'education': 2},{'education': 9},{'education': 2},,,0,,1.0
education websites,7,25 Best Educational Websites for Kids,"Mar 10, 2023 — Educational Websites For High School Kids (Years 7 – 12) · ABC Education · CSIRO · Digital Resource Finder · Eddie Woo's Wootube Math Channel · Khan ...",https://newywithkids.com.au/25-fun-educational-websites-for-kids/,2290.0,1.0,6.0,13.0,5.85,35.0,1.94,49,41,4,198,202,{'websites': 1},{'websites': 3},{'education': 4},"{'websites': 11, 'education': 4}",,,{'websites': 1},,6,{'websites': 1},1.0
education websites,8,4 Of The Best Educational Websites,"Apr 7, 2020 — Udemy is an online platform for education, featuring a wide-ranging lineup of courses. For example, there are classes on business, finance and ...",https://www.forbes.com/sites/forbes-personal-shopper/2020/04/07/4-of-the-best-educational-websites/,1154.0,1.0,6.0,4.0,6.25,7.0,4.43,12,1,1,132,133,{'websites': 1},,,"{'websites': 1, 'education': 2}",,,{'websites': 1},,6,{'websites': 1},1.0
education websites,9,40+ Best Education Website Templates 2023,"Education. The most popular education website templates for schools, colleges, universities, online courses, kindergartens and anything in-between. These ...",https://colorlib.com/wp/cat/education/,255.0,1.0,1.0,42.0,1.19,0.0,,43,43,45,158,203,{'education': 1},{'education': 3},,"{'websites': 1, 'education': 4}",{'education': 44},,{'education': 1},{'education': 3},2,{'education': 1},1.0
education websites,10,Educational Websites,Educational Websites · Activity Village · Nick Jr. Beyond the Backpack · Bedtime Math · Daniel Tiger's Neighborhood · International Children's Digital Library.,https://www.commonsensemedia.org/lists/educational-websites,778.0,1.0,2.0,0.0,,36.0,3.78,37,30,208,30,238,{'websites': 1},,,"{'websites': 3, 'education': 1}","{'websites': 2, 'education': 1}",{'education': 2},{'websites': 1},,2,{'websites': 1},1.0
definition of education,1,EDUCATION | English meaning - Cambridge Dictionary,"3 days ago — the process of teaching or learning, especially in a school or college, or the knowledge that you get from this: As a child he received most of ...",https://dictionary.cambridge.org/dictionary/english/education,944.0,1.0,5.0,10.0,2.3,0.0,,11,9,164,164,328,{'education': 1},{'education': 7},,{'education': 2},{'education': 3},,{'education': 1},,1,{'education': 1},1.0
definition of education,2,Education Definition & Meaning,"The definition of Education is the act or process of imparting or acquiring general knowledge, developing the powers of reasoning and judgment, ...",https://www.dictionary.com/browse/education,1246.0,1.0,1.0,14.0,4.57,0.0,,15,0,73,66,139,{'education': 1},"{'definition': 1, 'education': 13}",,{'education': 45},,,{'education': 1},,5,"{'definition': 1, 'education': 1, 'of': 1}",1.0
definition of education,3,Education - Wikipedia,"Education is a purposeful activity directed at achieving certain aims, such as transmitting knowledge or fostering skills and character traits.",https://en.wikipedia.org/wiki/Education,15482.0,1.0,1.0,17.0,1.47,24.0,1.75,42,62,3052,774,3826,{'education': 1},,{'education': 1},"{'definition': 1, 'education': 264}","{'definition': 1, 'education': 212}",,{'education': 1},{'definition': 2},3,{'education': 1},1.0
definition of education,4,"education noun - Definition, pictures, pronunciation and ...","​. [uncountable, countable] a process of teaching, training and learning, especially in schools, colleges or universities, to improve knowledge and develop ...",https://www.oxfordlearnersdictionaries.com/definition/english/education,893.0,1.0,1.0,0.0,,0.0,,1,4,8,133,141,{'education': 1},,,"{'definition': 1, 'education': 2}",{'education': 21},{'education': 1},"{'definition': 1, 'education': 1}",,0,,1.0
definition of education,5,Education Definition & Meaning,The meaning of EDUCATION is the action or process of educating or of being educated; also : a stage of such a process. How to use education in a sentence.,https://www.merriam-webster.com/dictionary/education,787.0,1.0,1.0,11.0,2.55,0.0,,12,79,161,31,192,{'education': 1},"{'definition': 1, 'education': 4}",,{'education': 5},{'education': 22},,{'education': 1},{'education': 6},3,"{'definition': 1, 'education': 1, 'of': 1}",1.0
definition of education,6,"Education | Definition, Development, History, Types, & Facts","Feb 23, 2023 — education, discipline that is concerned with methods of teaching and learning in schools or school-like environments as opposed to various ...",https://www.britannica.com/topic/education,2856.0,1.0,1.0,2.0,5.5,8.0,7.12,11,4,428,72,500,{'education': 1},{'education': 1},{'education': 8},{'education': 29},{'education': 116},,{'education': 1},,8,"{'definition': 1, 'education': 1}",1.0
definition of education,7,What Is “Education”? | SpringerLink,by B Chazan · 2022 · Cited by 3 — The word “education” is reserved for frameworks created with the considered and conscious intent to educate. This definition also understands ...,https://link.springer.com/chapter/10.1007/978-3-030-83925-3_3,2990.0,1.0,3.0,14.0,2.86,5.0,2.4,20,4,37,23,60,,{'definition': 1},,"{'definition': 8, 'education': 50}",{'education': 4},,,,3,{},1.0
definition of education,8,education | meaning of education in ...,"education meaning, definition, what is education: the process of teaching and learning, us...: Learn more.",https://www.ldoceonline.com/dictionary/education,737.0,1.0,1.0,2.0,2.0,0.0,,3,8,110,19,129,{'education': 1},,,,{'education': 1},,{'education': 1},,0,,1.0
definition of education,9,Education definition and meaning | Collins English Dictionary,"education in British English · 1. the act or process of acquiring knowledge, esp systematically during childhood and adolescence · 2. the knowledge or training ...",https://www.collinsdictionary.com/dictionary/english/education,1471.0,1.0,3.0,14.0,3.21,0.0,,15,53,33,357,390,"{'definition': 1, 'education': 1}",{'education': 12},,,"{'definition': 1, 'education': 57}",,{'education': 1},,8,"{'definition': 1, 'education': 1}",1.0
definition of education,10,Definition of Education by Different Authors,"Definition of Education by Different Authors ... Education has been defined by many educationists, philosophers and authors. It is a word we hear very familiar in ...",https://examplanning.com/definition-of-education-by-different-authors/,456.0,1.0,6.0,1.0,0.0,3.0,2.67,5,3,2,25,27,"{'definition': 1, 'education': 1}",,,"{'definition': 1, 'education': 18}",{'education': 2},,"{'definition': 1, 'education': 1}","{'definition': 2, 'education': 2}",6,"{'definition': 1, 'education': 1, 'of': 1}",1.0
education philosophy,1,Educational philosophy: what is it all about? - The Scots College,,"https://scots.college/educational-philosophy-what-is-it-all-about/#:~:text=What%20is%20an%20education%20philosophy,group%20with%20respect%20to%20education.",1255.0,2.0,5.0,4.0,1.75,0.0,,6,10,7,174,181,,,,"{'philosophy': 10, 'education': 8}","{'philosophy': 5, 'education': 10}",,{'philosophy': 1},,11,{},1.0
education philosophy,2,Philosophy of Education,by H Siegel · 2008 · Cited by 81 — Philosophy of education is the branch of applied or practical philosophy concerned with the nature and aims of education and the ...,https://plato.stanford.edu/entries/education-philosophy/,9899.0,1.0,3.0,8.0,3.75,5.0,7.4,14,5,19,73,92,"{'philosophy': 1, 'education': 1}","{'philosophy': 1, 'education': 1}","{'philosophy': 1, 'education': 2}","{'philosophy': 52, 'education': 97}","{'philosophy': 9, 'education': 6}",,"{'philosophy': 1, 'education': 1}",,0,,1.0
education philosophy,3,Philosophy of education - Wikipedia,The philosophy of education is the branch of applied philosophy that investigates the nature of education as well as its aims and problems.,https://en.wikipedia.org/wiki/Philosophy_of_education,13217.0,1.0,3.0,11.0,1.73,20.0,1.75,32,25,2416,255,2671,"{'philosophy': 1, 'education': 1}",,,"{'philosophy': 66, 'education': 223}","{'philosophy': 81, 'education': 116}",,"{'philosophy': 1, 'education': 1}",,5,"{'philosophy': 1, 'education': 1}",1.0
education philosophy,4,What is an Educational Philosophy? | Teaching Wiki - Twinkl,An education philosophy is a set of educational beliefs and core values of a person and/or organisation. It focuses on the purpose and objectives of educational ...,https://www.twinkl.com.vn/teaching-wiki/educational-philosophy,0.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,{'philosophy': 1},,0,,0.0
education philosophy,5,What Is Your Educational Philosophy? - Edutopia,1. Students need to learn. · 2. Students need to be active participants in learning. · 3. Learning is a physiological activity involving the whole body. · 4.,https://www.edutopia.org/blog/what-your-educational-philosophy-ben-johnson,754.0,1.0,5.0,0.0,,11.0,5.73,12,10,44,6,50,{'philosophy': 1},,,"{'philosophy': 3, 'education': 3}",,{'education': 2},{'philosophy': 1},,5,{'philosophy': 1},1.0
education philosophy,6,"Philosophy of education | History, Problems, Issues, & Tasks","Feb 23, 2023 — philosophy of education, philosophical reflection on the nature, aims, and problems of education. The philosophy of education is Janus-faced ...",https://www.britannica.com/topic/philosophy-of-education,1494.0,1.0,3.0,1.0,3.0,0.0,,2,6,96,68,164,"{'philosophy': 1, 'education': 1}",,,"{'philosophy': 13, 'education': 26}","{'philosophy': 21, 'education': 15}",,"{'philosophy': 1, 'education': 1}",,9,"{'philosophy': 1, 'education': 1}",1.0
education philosophy,7,30 Philosophy of Education Examples for Job-Hunting Teachers,"Feb 23, 2023 — I believe motivated students are engaged, spend more time on tasks, and cause less disruption to their peers. I, therefore, work hard to ...",https://www.weareteachers.com/philosophy-of-education-examples/,1632.0,1.0,8.0,5.0,4.6,2.0,16.0,8,10,3,66,69,"{'philosophy': 1, 'education': 1}","{'philosophy': 3, 'education': 3}","{'philosophy': 1, 'education': 1}","{'philosophy': 12, 'education': 5}",,,"{'philosophy': 1, 'education': 1}","{'philosophy': 3, 'education': 3}",8,"{'philosophy': 1, 'education': 1}",1.0
education philosophy,8,Educational Philosophies Definitions and Comparison Chart,This educational philosophy stresses that students should test ideas by active experimentation. Learning is rooted in the questions of learners that arise ...,https://web.augsburg.edu/~erickson/edc490/downloads/comparison_edu_philo.pdf,1279.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,,,0,,0.0
education philosophy,9,Vietnam's educational philosophy: from tradition to Ho Chi ...,"Oct 26, 2016 — Philosophy of education is generally a philosophical theory of education based on fundamental rules of teaching. In a broader sense, ...",http://lyluanchinhtri.vn/home/en/index.php/cadre-training/item/378-vietnam%E2%80%99s-educational-philosophy-from-tradition-to-ho-chi-minh-era.html,3026.0,0.0,,1.0,10.0,6.0,1.67,7,18,47,3,50,,,,"{'philosophy': 28, 'education': 35}",,,{'philosophy': 1},,0,,1.0
education philosophy,10,4 Major Educational Philosophies,Here we will focus only on the four main types of philosophies that may help you to form your teaching philosophy and write your teaching statement - ...,https://ctei.jhu.edu/files_ta/4_Major_Educational_Philosophies.pdf,1040.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,,,0,,0.0
local education agency,1,34 CFR 303.23 -- Local educational agency.,(ii) Recognized as an administrative agency for purposes of the provision of special education and related services provided within public elementary schools ...,https://www.ecfr.gov/current/title-34/subtitle-B/chapter-III/part-303/subpart-A/subject-group-ECFR8d7eb7e02db8abe/section-303.23,1169.0,2.0,1.5,6.0,2.33,2.0,2.0,10,0,48,28,76,,,,"{'education': 5, 'agency': 10, 'local': 1}","{'agency': 1, 'local': 1}",,,,0,,1.0
local education agency,2,Local education agency,"A local education agency, or LEA, is a public authority that is designed to oversee the implementation of education policies as set forth by the federal ...",https://ballotpedia.org/Local_education_agency,1124.0,1.0,3.0,5.0,1.8,10.0,2.0,16,8,413,27,440,"{'education': 1, 'agency': 1, 'local': 1}",,,"{'education': 14, 'agency': 2, 'local': 5}","{'education': 15, 'local': 4}",,"{'education': 1, 'agency': 1, 'local': 1}",{'education': 2},3,"{'education': 1, 'agency': 1, 'local': 1}",1.0
local education agency,3,What is Local Education Agency (LEA),Definition of Local Education Agency (LEA): A public board of education or other public authority within a state that maintains administrative control or ...,https://www.igi-global.com/dictionary/organizing-and-administering-school-based-agricultural-education-systems-and-the-ffa/110127,495.0,1.0,6.0,1.0,11.0,0.0,,2,19,144,6,150,"{'education': 1, 'agency': 1, 'local': 1}","{'education': 1, 'agency': 1, 'local': 1}",,,"{'education': 18, 'agency': 1, 'local': 1}",,{'education': 1},{'education': 4},0,,1.0
local education agency,4,34 CFR § 303.23 - Local educational agency. - Law.Cornell.Edu,(ii) Recognized as an administrative agency for purposes of the provision of special education and related services provided within public elementary schools ...,https://www.law.cornell.edu/cfr/text/34/303.23,489.0,1.0,8.0,1.0,2.0,0.0,,2,2,76,4,80,"{'agency': 1, 'local': 1}",,,"{'education': 5, 'agency': 6, 'local': 1}","{'agency': 1, 'education': 4}",,,,8,"{'agency': 1, 'local': 1}",1.0
local education agency,5,What is a Local Education Agency? (with pictures),"Feb 13, 2023 — A local education agency is a government agency which supervises the provision of instruction or educational services to members of the ...",https://www.smartcapitalmind.com/what-is-a-local-education-agency.htm,1235.0,1.0,6.0,3.0,2.67,0.0,,4,29,45,12,57,"{'education': 1, 'agency': 1, 'local': 1}",,,"{'education': 25, 'agency': 11, 'local': 20}","{'education': 11, 'agency': 7, 'local': 2}",{'education': 1},"{'education': 1, 'agency': 1, 'local': 1}","{'education': 11, 'agency': 3, 'local': 6}",0,,1.0
local education agency,6,Local Educational Agency (LEA) - Certification Glossary,"Local Educational Agency (LEA) · An LEA is a local entity involved in education including but not limited to school districts, county offices of education, ...",https://www.ctc.ca.gov/credentials/certification-glossary/Local-Education-Agency-(LEA),161.0,1.0,2.0,1.0,4.0,0.0,,2,3,59,30,89,,"{'agency': 1, 'local': 1}",,"{'education': 3, 'local': 2}",,,"{'education': 1, 'agency': 1, 'local': 1}",,0,,1.0
